order_details_id,order_id,product_id,quantity,order_discount,order_profits,order_profit_ratio,order_sales
1613,CA-2015-167199,1665,4,0,204,0.27,756
1614,CA-2015-167199,744,9,0,746,0.29,2574
1615,CA-2015-167360,1081,7,0,44,0.39,112
1616,CA-2015-167486,585,5,0,40,0.2,200
1617,CA-2015-167724,186,3,0,4,0.46,8
1618,CA-2015-167850,1813,3,0.2,5,0.35,16
1619,CA-2015-167850,153,2,0.2,22,0.13,178
1620,CA-2015-167927,574,1,0,4,0.29,14
1621,CA-2015-167927,1595,3,0,5,0.33,15
1622,CA-2015-167927,58,5,0,9,0.47,19
1623,CA-2015-167927,1519,5,0,13,0.45,30
1624,CA-2015-167927,1239,3,0,13,0.29,44
1625,CA-2015-167927,637,2,0,16,0.24,67
1626,CA-2015-167927,815,4,0.1,94,0.38,248
1627,CA-2015-167927,560,3,0,30,0.11,273
1628,CA-2015-167997,1632,2,0,5,0.47,11
1629,CA-2015-167997,1389,2,0,40,0.28,142
1630,CA-2015-168130,845,7,0.1,177,0.2,887
1631,CA-2015-168158,55,2,0.2,2,0.36,6
1632,CA-2015-168305,538,5,0,10,0.45,21
1633,CA-2015-168305,182,3,0,22,0.5,44
1634,CA-2015-168312,1344,3,0.2,9,0.06,137
1635,CA-2015-168312,316,3,0.3,-43,-0.11,377
1636,CA-2015-168368,1652,2,0,4,0.46,10
1637,CA-2015-168368,191,3,0,7,0.46,15
1638,CA-2015-168368,1602,3,0,24,0.47,52
1639,CA-2015-168368,771,1,0,15,0.25,61
1640,CA-2015-168368,647,2,0,3,0.04,65
1641,CA-2015-168368,1368,3,0,53,0.16,333
1642,CA-2015-168473,636,6,0,19,0.1,192
1643,CA-2015-168494,309,3,0.15,12,0.05,255
1644,CA-2015-168494,843,6,0.2,96,0.13,765
1645,CA-2015-168494,370,12,0.2,135,0.04,3611
1646,CA-2015-168592,910,2,0,2,0.49,4
1647,CA-2015-168592,1271,1,0,4,0.28,15
1648,CA-2015-168592,814,5,0,24,0.43,57
1649,CA-2015-168823,1622,3,0.2,4,0.36,11
1650,CA-2015-168823,1506,9,0.2,7,0.34,21
1651,CA-2015-168984,1800,3,0.2,5,0.35,16
1652,CA-2015-168984,943,4,0.2,-88,-0.2,438
1653,CA-2015-168984,1202,5,0.2,-167,-0.25,669
1654,CA-2015-169019,39,2,0.8,-12,-2.5,5
1655,CA-2015-169019,691,5,0.8,-13,-1.5,9
1656,CA-2015-169019,487,3,0.6,-10,-0.58,17
1657,CA-2015-169019,700,4,0.8,-27,-1.6,17
1658,CA-2015-169019,1095,9,0.2,-27,-0.06,431
1659,CA-2015-169019,684,8,0.8,-3702,-1.7,2178
1660,CA-2015-169033,1258,5,0,21,0.42,50
1661,CA-2015-169061,77,2,0,5,0.29,19
1662,CA-2015-169061,722,6,0.2,17,0.34,50
1663,CA-2015-169061,1162,3,0,15,0.26,60
1664,CA-2015-169061,1682,2,0,46,0.47,98
1665,CA-2015-169061,1029,3,0,178,0.37,480
1666,CA-2015-169257,1317,1,0.7,-1,-0.67,1
1667,CA-2015-169257,1740,2,0.2,22,0.36,62
1668,CA-2015-169446,1834,3,0.2,5,0.35,16
1669,CA-2015-169446,1361,3,0.2,-8,-0.24,33
1670,CA-2015-169446,1333,3,0.2,36,0.11,324
1671,CA-2015-169460,619,3,0,27,0.35,76
1672,CA-2015-169642,1377,2,0,0,0.0,276
1673,CA-2015-169649,152,2,0.2,3,0.35,8
1674,CA-2015-169649,1584,2,0.8,-53,-2.6,20
1675,CA-2015-169684,470,3,0.2,-25,-0.25,98
1676,CA-2015-169684,979,3,0.4,-148,-0.45,329
1677,CA-2015-169726,898,7,0.2,644,0.31,2061
1678,CA-2015-169775,947,2,0.2,11,0.36,30
1679,CA-2015-169775,277,3,0.45,-111,-0.64,174
1680,CA-2015-169775,681,4,0.7,-337,-0.67,505
1681,CA-2015-169803,967,2,0,2,0.06,34
1682,CA-2015-169803,427,3,0,111,0.17,654
1683,CA-2015-169852,1287,3,0.2,12,0.34,36
1684,CA-2016-100146,1179,2,0.2,-6,-0.06,98
1685,CA-2016-100146,481,3,0,34,0.28,123
1686,CA-2016-100146,379,5,0.15,42,0.08,510
1687,CA-2016-100146,759,3,0.2,81,0.11,722
1688,CA-2016-100216,1814,6,0.2,11,0.35,31
1689,CA-2016-100216,1771,3,0.2,18,0.33,55
1690,CA-2016-100251,1442,10,0,15,0.48,32
1691,CA-2016-100251,79,4,0,16,0.29,56
1692,CA-2016-100454,1151,4,0,3,0.29,12
1693,CA-2016-100454,355,3,0,16,0.27,60
1694,CA-2016-100454,1190,4,0.2,9,0.05,186
1695,CA-2016-100545,688,2,0.7,-9,-0.8,12
1696,CA-2016-100573,5,2,0,8,0.47,17
1697,CA-2016-100657,738,2,0.1,9,0.08,110
1698,CA-2016-100685,276,4,0,0,0.04,5
1699,CA-2016-100685,1443,2,0,3,0.47,7
1700,CA-2016-100685,1624,3,0,57,0.49,116
1701,CA-2016-100734,256,4,0.7,-3,-0.8,4
1702,CA-2016-100734,776,2,0.2,-29,-0.2,147
1703,CA-2016-100769,1329,4,0.2,32,0.13,256
1704,CA-2016-100818,1519,3,0.8,-6,-1.75,4
1705,CA-2016-100818,212,2,0.2,2,0.34,6
1706,CA-2016-100818,1547,2,0.6,-62,-1.2,52
1707,CA-2016-100818,1787,7,0.2,54,0.31,173
1708,CA-2016-100888,1674,3,0.2,16,0.34,48
1709,CA-2016-101000,854,3,0,144,0.39,370
1710,CA-2016-101007,1080,2,0.2,7,0.31,21
1711,CA-2016-101091,721,6,0.7,-20,-0.77,26
1712,CA-2016-101091,296,2,0.2,1,0.01,48
1713,CA-2016-101126,584,5,0.2,8,0.1,77
1714,CA-2016-101154,1526,4,0,9,0.02,444
1715,CA-2016-101707,222,1,0,1,0.48,3
1716,CA-2016-101707,671,3,0,9,0.28,33
1717,CA-2016-101707,1771,5,0,53,0.46,114
1718,CA-2016-101868,1640,3,0.7,-27,-0.7,39
1719,CA-2016-101868,782,5,0.7,-43,-0.67,64
1720,CA-2016-101868,1018,5,0.2,-8,-0.11,73
1721,CA-2016-101889,1501,3,0.2,7,0.34,20
1722,CA-2016-101889,1356,9,0.4,-465,-0.3,1549
1723,CA-2016-101910,1457,5,0.2,18,0.06,284
1724,CA-2016-101924,47,2,0.7,-7,-0.7,10
1725,CA-2016-102016,1217,1,0,1,0.47,1
1726,CA-2016-102016,329,2,0,3,0.33,9
1727,CA-2016-102016,197,2,0,10,0.48,21
1728,CA-2016-102016,1589,1,0,13,0.47,27
1729,CA-2016-102016,881,5,0,14,0.49,29
1730,CA-2016-102016,777,2,0,4,0.04,106
1731,CA-2016-102036,637,6,0,48,0.24,200
1732,CA-2016-102260,1124,2,0.2,0,0.11,3
1733,CA-2016-102260,1314,2,0.7,-3,-0.8,3
1734,CA-2016-102260,221,4,0.2,4,0.35,12
1735,CA-2016-102260,1391,1,0.2,-5,-0.19,25
1736,CA-2016-102260,1553,4,0.2,-63,-0.09,720
1737,CA-2016-102281,29,5,0,7,0.33,20
1738,CA-2016-102281,1808,8,0,25,0.48,52
1739,CA-2016-102281,891,6,0,20,0.28,72
1740,CA-2016-102281,168,3,0.2,47,0.08,626
1741,CA-2016-102281,169,4,0.2,112,0.13,899
1742,CA-2016-102316,1491,2,0.2,1,0.08,16
1743,CA-2016-102316,748,3,0.2,-21,-0.11,185
1744,CA-2016-102491,140,4,0,18,0.23,80
1745,CA-2016-102491,995,3,0,171,0.29,588
1746,CA-2016-102491,432,7,0,1417,0.46,3080
1747,CA-2016-102582,139,3,0,0,0.0,60
1748,CA-2016-102582,369,2,0,200,0.25,802
1749,CA-2016-102582,764,7,0,306,0.29,1057
1750,CA-2016-102722,1076,6,0,42,0.39,107
1751,CA-2016-102778,624,1,0.2,5,0.26,18
1752,CA-2016-102806,1648,2,0.7,-18,-0.73,25
1753,CA-2016-102848,1378,1,0.2,12,0.06,191
1754,CA-2016-102855,528,8,0,6,0.27,24
1755,CA-2016-102855,1410,6,0,26,0.11,240
1756,CA-2016-102876,135,3,0.7,-4,-0.8,5
1757,CA-2016-102876,723,1,0.7,-7,-0.73,10
1758,CA-2016-102876,1395,6,0.4,-132,-0.17,792
1759,CA-2016-103072,1136,5,0,5,0.29,16
1760,CA-2016-103072,1796,4,0,12,0.48,26
1761,CA-2016-103093,1501,9,0,35,0.47,75
1762,CA-2016-103135,570,3,0,6,0.29,21
1763,CA-2016-103135,701,6,0,41,0.46,90
1765,CA-2016-103135,140,14,0,64,0.23,280
1766,CA-2016-103177,1281,3,0,4,0.03,129
1767,CA-2016-103177,612,2,0,45,0.28,160
1768,CA-2016-103177,1331,3,0,2,0.01,240
1769,CA-2016-103205,1172,5,0.2,12,0.1,120
1770,CA-2016-103716,478,5,0.2,2,0.09,20
1771,CA-2016-103716,1139,3,0,10,0.28,35
1772,CA-2016-103723,1305,5,0,6,0.4,14
1773,CA-2016-103772,707,2,0,55,0.46,120
1774,CA-2016-103772,360,5,0,42,0.3,141
1775,CA-2016-103793,1787,3,0.2,23,0.31,74
1776,CA-2016-103835,498,3,0,5,0.31,15
1777,CA-2016-103835,864,4,0,336,0.29,1158
1778,CA-2016-103870,1065,3,0.2,1,0.15,5
1779,CA-2016-103870,1503,3,0.2,2,0.1,23
1780,CA-2016-103870,623,3,0.2,16,0.3,53
1781,CA-2016-103870,1408,7,0.2,-13,-0.18,73
1782,CA-2016-103870,1192,2,0.2,8,0.06,131
1783,CA-2016-103933,1328,9,0,396,0.44,900
1784,CA-2016-103954,1193,5,0,48,0.07,687
1785,CA-2016-103961,183,6,0.2,6,0.33,20
1786,CA-2016-104038,1714,5,0,13,0.45,30
1787,CA-2016-104038,1554,3,0,3,0.02,147
1788,CA-2016-104052,941,4,0.2,35,0.36,96
1789,CA-2016-104059,1135,1,0.2,0,0.09,3
1790,CA-2016-104115,1486,2,0.2,4,0.08,56
1791,CA-2016-104129,893,2,0,1,0.01,106
1792,CA-2016-104129,281,7,0.3,-28,-0.06,494
1793,CA-2016-104241,499,14,0,69,0.36,192
1794,CA-2016-104297,538,3,0.2,29,0.34,85
1795,CA-2016-104346,1141,3,0.2,0,0.11,4
1796,CA-2016-104346,1127,5,0.2,1,0.09,13
1797,CA-2016-104346,262,3,0.2,10,0.35,28
1798,CA-2016-104346,1056,9,0.2,15,0.29,52
1799,CA-2016-104346,499,5,0.2,11,0.2,55
1800,CA-2016-104346,1018,4,0.2,-7,-0.11,58
1801,CA-2016-104346,388,4,0.7,-144,-2.07,70
1802,CA-2016-104346,1727,3,0.2,29,0.34,85
1803,CA-2016-104346,314,5,0.5,-248,-0.68,365
1804,CA-2016-104486,715,1,0.2,4,0.36,12
1805,CA-2016-104486,72,2,0,11,0.3,35
1806,CA-2016-104486,589,3,0,10,0.28,37
1807,CA-2016-104493,695,6,0.2,20,0.35,58
1808,CA-2016-104514,1127,3,0,3,0.27,10
1809,CA-2016-104514,1756,3,0,10,0.48,20
1810,CA-2016-104514,1384,2,0,22,0.26,86
1811,CA-2016-104626,772,1,0,15,0.25,61
1812,CA-2016-104626,513,5,0,52,0.45,115
1813,CA-2016-104626,507,2,0,27,0.22,124
1814,CA-2016-104626,100,6,0,316,0.29,1089
1815,CA-2016-104871,1206,4,0.3,-110,-0.3,367
1816,CA-2016-104941,249,3,0,9,0.46,19
1817,CA-2016-104941,1123,6,0,7,0.28,25
1818,CA-2016-104941,1807,5,0,16,0.48,32
1819,CA-2016-104941,372,3,0,315,0.35,900
1820,CA-2016-104948,1598,2,0.2,3,0.35,10
1821,CA-2016-104948,1693,7,0,13,0.45,30
1822,CA-2016-104948,1197,4,0.15,-40,-0.06,683
1823,CA-2016-105102,1764,2,0,6,0.48,13
1824,CA-2016-105102,391,1,0.2,1,0.03,46
1825,CA-2016-105102,714,3,0.2,30,0.38,80
1826,CA-2016-105158,1036,2,0,3,0.48,6
1827,CA-2016-105158,1671,3,0,17,0.47,37
1828,CA-2016-105221,371,2,0.2,-1,-0.23,3
1829,CA-2016-105221,1409,2,0.2,-3,-0.09,35
1830,CA-2016-105312,1596,3,0.7,-4,-0.8,4
1831,CA-2016-105312,1346,3,0.2,2,0.35,7
1832,CA-2016-105347,1304,5,0,7,0.45,15
1833,CA-2016-105347,1712,9,0,181,0.49,369
1834,CA-2016-105361,130,4,0,8,0.46,18
1835,CA-2016-105508,343,1,0,18,0.45,40
1836,CA-2016-105571,247,9,0.7,-13,-0.8,16
1837,CA-2016-105571,687,5,0.7,-1032,-0.77,1345
1838,CA-2016-105599,588,2,0,0,0.02,14
1839,CA-2016-105599,133,3,0.4,-14,-0.52,27
1840,CA-2016-105613,1607,3,0.2,3,0.13,28
1841,CA-2016-105613,1582,6,0.8,-187,-2.55,73
1842,CA-2016-105627,354,1,0,4,0.3,15
1843,CA-2016-105627,507,6,0,82,0.22,373
1844,CA-2016-105627,1369,3,0,97,0.19,513
1845,CA-2016-105627,1176,5,0,223,0.29,770
1846,CA-2016-105627,841,7,0,189,0.22,861
1847,CA-2016-105634,126,5,0,3,0.29,12
1848,CA-2016-105690,1440,2,0.2,4,0.34,12
1849,CA-2016-105690,1199,2,0.32,-76,-0.31,246
1850,CA-2016-105690,1452,1,0.2,165,0.38,440
1851,CA-2016-105725,829,1,0.2,-1,-0.03,36
1852,CA-2016-105725,179,2,0,28,0.46,61
1853,CA-2016-105844,1133,4,0,24,0.3,79
1854,CA-2016-105970,30,1,0,3,0.26,10
1855,CA-2016-105970,374,6,0,51,0.5,102
1856,CA-2016-106187,591,3,0,9,0.34,27
1857,CA-2016-106187,511,3,0,18,0.24,75
1858,CA-2016-106187,683,1,0,75,0.45,166
1859,CA-2016-106208,27,7,0.8,-109,-2.05,53
1860,CA-2016-106215,1507,4,0.2,4,0.33,13
1861,CA-2016-106257,909,2,0.2,-15,-0.06,242
1862,CA-2016-106257,1294,2,0.2,42,0.09,480
1863,CA-2016-106320,368,3,0,240,0.23,1045
1864,CA-2016-106362,697,3,0.7,-8,-0.73,10
1865,CA-2016-106565,1808,8,0,25,0.48,52
1866,CA-2016-106978,1639,2,0.7,-1,-0.73,1
1867,CA-2016-106978,1507,3,0.2,1,0.19,5
1868,CA-2016-106978,4,1,0.2,4,0.34,13
1869,CA-2016-107020,975,2,0.2,13,0.33,40
1870,CA-2016-107083,1520,2,0.8,-3,-1.5,2
1871,CA-2016-107083,590,2,0.2,1,0.14,5
1872,CA-2016-107083,409,5,0.8,-13,-1.65,8
1873,CA-2016-107083,952,3,0.8,-68,-2.75,25
1874,CA-2016-107468,1135,2,0.2,1,0.09,7
1875,CA-2016-107678,1643,3,0,10,0.46,21
1876,CA-2016-107678,746,2,0,52,0.27,192
1877,CA-2016-107678,1534,3,0,36,0.17,210
1878,CA-2016-107678,938,5,0,132,0.28,470
1879,CA-2016-107685,1797,4,0,12,0.48,26
1880,CA-2016-107685,488,4,0,29,0.36,81
1881,CA-2016-107741,522,1,0.2,1,0.26,3
1882,CA-2016-107902,1384,11,0,122,0.26,470
1883,CA-2016-107937,1368,6,0,107,0.16,666
1884,CA-2016-108119,909,2,0,45,0.15,302
1885,CA-2016-108259,592,1,0.2,1,0.3,5
1886,CA-2016-108259,1265,1,0.2,2,0.33,5
1887,CA-2016-108259,1216,11,0.2,12,0.38,32
1888,CA-2016-108259,1291,7,0.7,-29,-0.73,40
1889,CA-2016-108532,1003,7,0,11,0.1,115
1890,CA-2016-108532,1402,2,0,36,0.27,132
1891,CA-2016-108588,1637,2,0.2,5,0.35,13
1892,CA-2016-108588,5,2,0,8,0.47,17
1893,CA-2016-108588,1156,3,0,15,0.26,60
1894,CA-2016-108665,677,2,0,7,0.48,14
1895,CA-2016-108665,1230,5,0,2,0.02,125
1896,CA-2016-108665,869,3,0,64,0.41,156
1897,CA-2016-108665,907,5,0,156,0.26,602
1898,CA-2016-108672,1447,6,0,33,0.31,107
1899,CA-2016-109001,268,3,0.7,-2,-0.7,3
1900,CA-2016-109001,1467,1,0.2,-1,-0.13,10
1901,CA-2016-109001,1392,7,0.4,-93,-0.2,466
1902,CA-2016-109113,1062,2,0.2,5,0.19,25
1903,CA-2016-109169,1591,2,0,81,0.45,181
1904,CA-2016-109190,901,1,0.8,-10,-1.7,6
1905,CA-2016-109190,1570,8,0.2,20,0.34,61
1906,CA-2016-109190,402,3,0.2,162,0.34,480
1907,CA-2016-109197,897,2,0.2,152,0.31,488
1908,CA-2016-109337,474,6,0,5,0.45,11
1909,CA-2016-109337,862,5,0,5,0.26,20
1910,CA-2016-109337,1354,2,0,23,0.27,84
1911,CA-2016-109337,918,3,0,165,0.42,394
1912,CA-2016-109386,1128,5,0,7,0.25,28
1913,CA-2016-109386,813,3,0,19,0.42,44
1914,CA-2016-109386,507,3,0,41,0.22,187
1915,CA-2016-109386,156,5,0,59,0.26,226
1916,CA-2016-109386,889,7,0,80,0.3,266
1917,CA-2016-109470,680,4,0,28,0.46,61
1918,CA-2016-109470,124,5,0,38,0.5,76
1919,CA-2016-109470,1585,3,0,45,0.47,95
1920,CA-2016-109470,901,12,0,168,0.46,365
1921,CA-2016-109512,1501,3,0,15,0.5,29
1922,CA-2016-109512,771,7,0.1,64,0.17,384
1923,CA-2016-109512,660,4,0,68,0.12,563
1924,CA-2016-109575,53,2,0,8,0.19,42
1925,CA-2016-109575,47,4,0,32,0.49,65
1926,CA-2016-109575,1398,1,0,130,0.26,500
1927,CA-2016-109575,1383,7,0,0,0.0,637
1928,CA-2016-109575,1299,7,0,328,0.26,1260
1929,CA-2016-109603,1791,8,0,84,0.46,183
1930,CA-2016-109638,43,3,0.2,19,0.36,51
1931,CA-2016-109638,23,4,0,36,0.35,104
1932,CA-2016-109638,1013,9,0,378,0.42,900
1933,CA-2016-109708,1628,4,0.2,58,0.13,467
1934,CA-2016-109736,1685,7,0,22,0.48,45
1935,CA-2016-109862,451,1,0,41,0.26,159
1936,CA-2016-109862,908,5,0,76,0.26,291
1937,CA-2016-109939,1136,2,0.2,1,0.11,5
1938,CA-2016-110016,538,4,0,9,0.47,20
1939,CA-2016-110016,755,9,0,122,0.11,1107
1940,CA-2016-110093,1088,2,0.2,6,0.34,16
1941,CA-2016-110093,1605,2,0.2,11,0.29,37
1942,CA-2016-110247,1489,3,0.7,-6,-0.73,8
1943,CA-2016-110289,1689,5,0,16,0.48,33
1944,CA-2016-110289,1522,4,0,103,0.49,211
1945,CA-2016-110324,1120,2,0,1,0.28,4
1946,CA-2016-110324,1660,2,0,9,0.47,19
1947,CA-2016-110324,1810,3,0,9,0.48,19
1948,CA-2016-110345,225,2,0.2,2,0.36,5
1949,CA-2016-110457,848,3,0,165,0.21,788
1950,CA-2016-110548,1455,7,0.2,118,0.13,946
1951,CA-2016-110632,963,1,0,3,0.18,15
1952,CA-2016-110632,1546,2,0,9,0.27,34
1953,CA-2016-110667,268,4,0.2,3,0.36,9
1954,CA-2016-110667,525,2,0,4,0.39,11
1955,CA-2016-110667,702,3,0.2,28,0.34,82
1956,CA-2016-110667,555,2,0,23,0.21,108
1957,CA-2016-110744,1382,7,0,20,0.03,672
1958,CA-2016-110765,1100,3,0,214,0.26,825
1959,CA-2016-110814,1669,2,0,11,0.49,23
1960,CA-2016-110814,738,3,0.1,13,0.08,165
1961,CA-2016-110814,234,5,0.2,78,0.34,232
1962,CA-2016-110863,538,3,0,50,0.47,106
1963,CA-2016-110863,1560,4,0,5,0.01,541
1964,CA-2016-110863,844,5,0,384,0.29,1324
1965,CA-2016-110870,1504,7,0,1,0.02,26
1966,CA-2016-110870,1032,6,0,129,0.43,300
1967,CA-2016-110877,1816,7,0.2,13,0.35,36
1968,CA-2016-110877,938,2,0.2,15,0.1,150
1969,CA-2016-110891,755,4,0.3,-93,-0.27,344
1970,CA-2016-110947,1609,3,0,57,0.5,113
1971,CA-2016-111017,72,3,0,16,0.3,53
1972,CA-2016-111038,786,9,0.2,268,0.1,2677
1973,CA-2016-111073,964,1,0.4,-15,-0.3,52
1974,CA-2016-111094,1576,2,0,3,0.46,7
1975,CA-2016-111094,1648,3,0,59,0.48,123
1976,CA-2016-111164,1229,1,0,11,0.48,22
1977,CA-2016-111164,1058,3,0,35,0.41,85
1978,CA-2016-111164,949,5,0,114,0.28,407
1979,CA-2016-111199,1703,3,0.2,40,0.35,115
1980,CA-2016-111206,1008,4,0,177,0.34,520
1981,CA-2016-111234,1463,3,0,4,0.48,9
1982,CA-2016-111297,1630,9,0,23,0.45,52
1983,CA-2016-111325,1313,3,0.7,-3,-0.77,4
1984,CA-2016-111325,590,6,0.2,2,0.14,16
1985,CA-2016-111339,910,5,0.2,3,0.36,8
1986,CA-2016-111339,1561,4,0.2,-4,-0.1,42
1987,CA-2016-111339,1181,3,0.3,-86,-0.27,317
1988,CA-2016-111395,707,2,0.8,-41,-1.7,24
1989,CA-2016-111395,1546,2,0.2,2,0.09,27
1990,CA-2016-111395,1708,4,0.2,117,0.35,336
1991,CA-2016-111458,511,2,0,12,0.24,50
1992,CA-2016-111507,1124,3,0,2,0.29,5
1993,CA-2016-111514,1078,1,0,16,0.43,37
1994,CA-2016-111514,702,5,0.2,46,0.34,137
1995,CA-2016-111514,989,3,0.2,81,0.34,240
1996,CA-2016-111514,168,7,0.15,201,0.13,1553
1997,CA-2016-111612,1507,2,0.2,1,0.19,3
1998,CA-2016-111612,1447,5,0.2,10,0.14,71
1999,CA-2016-111703,538,3,0.2,4,0.34,12
2000,CA-2016-111703,1754,3,0.2,6,0.36,16
2001,CA-2016-111780,925,3,0,6,0.49,13
2002,CA-2016-111780,780,3,0,8,0.45,18
2003,CA-2016-111780,372,5,0.2,225,0.19,1200
2004,CA-2016-111829,1111,2,0,101,0.48,210
2005,CA-2016-111829,514,3,0,349,0.28,1248
2006,CA-2016-111829,406,7,0,1480,0.47,3150
2007,CA-2016-111864,1441,2,0.2,2,0.34,6
2008,CA-2016-111948,815,2,0.1,47,0.38,124
2009,CA-2016-111948,103,7,0,117,0.28,418
2010,CA-2016-111990,1647,6,0.8,-17,-1.65,10
2011,CA-2016-112014,30,5,0,13,0.26,51
2012,CA-2016-112053,1074,1,0,2,0.07,32
2013,CA-2016-112116,964,2,0,45,0.26,172
2014,CA-2016-112130,1688,2,0.2,3,0.36,8
2015,CA-2016-112130,366,7,0.2,2,0.11,18
2016,CA-2016-112130,813,2,0.2,7,0.28,24
2017,CA-2016-112130,1403,3,0.2,0,-0.01,28
2018,CA-2016-112130,1420,2,0.2,14,0.24,60
2019,CA-2016-112130,636,3,0.2,-10,-0.13,77
2020,CA-2016-112130,761,6,0.3,-36,-0.04,844
2021,CA-2016-112144,212,2,0.2,2,0.34,6
2022,CA-2016-112144,596,4,0.2,47,0.08,622
2023,CA-2016-112214,269,1,0.8,-2,-1.6,1
2024,CA-2016-112214,572,5,0.6,-11,-0.78,15
2025,CA-2016-112214,1516,3,0.2,-5,-0.21,23
2026,CA-2016-112214,1263,7,0.2,-1,-0.04,33
2027,CA-2016-112305,125,2,0,6,0.43,14
2028,CA-2016-112305,572,3,0,6,0.29,22
2029,CA-2016-112305,1150,6,0,31,0.26,119
2030,CA-2016-112319,1831,9,0,28,0.48,58
2031,CA-2016-112375,1340,2,0.2,9,0.34,27
2032,CA-2016-112375,1079,6,0.2,15,0.29,51
2033,CA-2016-112452,1507,2,0,3,0.45,6
2034,CA-2016-112452,1454,1,0,0,0.04,11
2035,CA-2016-112452,46,2,0,6,0.46,13
2036,CA-2016-112452,372,2,0,210,0.35,600
2037,CA-2016-112452,863,2,0.1,107,0.17,644
2038,CA-2016-112522,245,3,0.2,1,0.13,8
2039,CA-2016-112557,815,3,0,91,0.44,206
2040,CA-2016-112571,1042,2,0,53,0.26,205
2041,CA-2016-112711,1611,4,0.2,31,0.1,307
2042,CA-2016-112767,279,4,0.5,-189,-0.68,278
2043,CA-2016-112823,1060,2,0.2,4,0.18,25
2044,CA-2016-113040,249,1,0.2,2,0.33,5
2045,CA-2016-113110,1440,2,0,7,0.47,15
2046,CA-2016-113110,690,2,0.2,6,0.36,18
2047,CA-2016-113110,76,4,0,9,0.26,33
2048,CA-2016-113110,1657,6,0,20,0.49,40
2049,CA-2016-113131,71,6,0.7,-4,-0.67,7
2050,CA-2016-113131,8,2,0.2,6,0.35,16
2051,CA-2016-113131,1164,5,0.2,2,0.11,17
2052,CA-2016-113131,179,1,0.2,8,0.33,24
2053,CA-2016-113131,1556,2,0.2,2,0.05,34
2054,CA-2016-113145,274,4,0,6,0.46,14
2055,CA-2016-113145,1281,1,0,1,0.03,43
2056,CA-2016-113145,869,5,0,106,0.41,260
2057,CA-2016-113145,1668,4,0,126,0.25,504
2058,CA-2016-113145,1330,7,0,602,0.43,1400
2059,CA-2016-113152,169,2,0.2,56,0.13,450
2060,CA-2016-113152,1283,2,0,371,0.44,844
2061,CA-2016-113173,1504,5,0.2,-2,-0.2,9
2062,CA-2016-113173,674,3,0.8,-17,-1.5,11
2063,CA-2016-113173,817,9,0.2,16,0.06,250
2064,CA-2016-113215,728,3,0.2,89,0.38,238
2065,CA-2016-113222,263,3,0,5,0.48,11
2066,CA-2016-113404,824,3,0.2,79,0.11,700
2067,CA-2016-113404,818,6,0.2,-219,-0.16,1349
2068,CA-2016-113523,249,4,0.7,-6,-0.8,8
2069,CA-2016-113628,1459,3,0.7,-4,-0.8,5
2070,CA-2016-113628,1647,2,0.7,-4,-0.77,5
2071,CA-2016-113628,1131,5,0.2,1,0.11,12
2072,CA-2016-113628,1612,1,0.2,10,0.1,101
2073,CA-2016-113628,765,3,0.2,16,0.11,146
2074,CA-2016-113628,1206,5,0.2,-72,-0.14,524
2075,CA-2016-113740,498,3,0,5,0.31,15
2076,CA-2016-113901,249,6,0,18,0.46,38
2077,CA-2016-113901,1232,5,0,45,0.3,150
2078,CA-2016-113971,587,6,0.2,1,0.15,8
2079,CA-2016-114048,1505,3,0,13,0.44,29
2080,CA-2016-114069,538,2,0,5,0.47,10
2081,CA-2016-114069,696,2,0.2,4,0.36,12
2082,CA-2016-114069,1378,9,0.1,322,0.17,1931
2083,CA-2016-114237,1389,2,0,40,0.28,142
2084,CA-2016-114300,891,7,0,23,0.28,84
2085,CA-2016-114300,746,3,0,78,0.27,288
2086,CA-2016-114468,812,2,0.8,-14,-2.35,6
2087,CA-2016-114468,1809,2,0.2,4,0.35,10
2088,CA-2016-114468,1507,8,0.2,2,0.19,12
2089,CA-2016-114468,88,4,0.2,3,0.09,32
2090,CA-2016-114503,1301,6,0.2,6,0.08,85
2091,CA-2016-114811,1184,3,0,5,0.4,12
2092,CA-2016-114811,642,5,0,17,0.25,67
2093,CA-2016-114811,1100,2,0,143,0.26,550
2094,CA-2016-114811,825,2,0.1,116,0.2,578
2095,CA-2016-114811,1849,4,0,2229,0.48,4644
2096,CA-2016-114923,944,3,0.4,-27,-0.25,108
2097,CA-2016-115091,812,2,0,10,0.33,29
2098,CA-2016-115091,1139,4,0,13,0.28,46
2099,CA-2016-115168,1780,2,0,5,0.45,11
2100,CA-2016-115392,260,5,0,10,0.46,22
2101,CA-2016-115392,441,2,0,94,0.3,312
2102,CA-2016-115399,181,3,0.2,3,0.36,7
2103,CA-2016-115420,976,2,0,10,0.46,21
2104,CA-2016-115511,1493,4,0.2,23,0.35,66
2105,CA-2016-115511,840,2,0,41,0.29,142
2106,CA-2016-115567,421,4,0,16,0.08,200
2107,CA-2016-115567,842,7,0,394,0.26,1516
2108,CA-2016-115693,356,2,0,16,0.28,56
2109,CA-2016-115742,1036,2,0,3,0.48,6
2110,CA-2016-115742,395,6,0,18,0.47,38
2111,CA-2016-115742,193,6,0,35,0.47,75
2112,CA-2016-115742,762,1,0,17,0.19,90
2113,CA-2016-115798,98,7,0,20,0.47,42
2114,CA-2016-115798,927,2,0,43,0.48,90
